id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,age
1152700220,2014-09-03,410000,3,2.5,3040,6054,2.0,0,0,3,9,3040,0,2005,0,98042,47.34375,-122.1875,2650,6054,10
1423900220,2014-07-09,252000,4,1.75,1120,8250,1.0,0,0,4,7,1120,0,1966,0,98058,47.46875,-122.1875,1330,7975,49
3425059066,2014-08-12,618000,5,1.75,1880,18295,1.0,0,0,4,7,1880,0,1955,0,98005,47.59375,-122.125,2180,20674,60
5347200165,2014-10-02,265000,3,1.0,1070,4800,1.0,0,0,3,6,970,100,1947,0,98126,47.53125,-122.375,1120,1198,68
5145100300,2014-09-18,465000,3,2.0,1560,8509,1.0,0,0,3,8,790,770,1969,0,98034,47.71875,-122.25,1410,7428,46
6141100395,2015-02-04,240000,2,1.0,870,6552,1.0,0,0,3,6,870,0,1947,0,98133,47.71875,-122.375,1500,6678,68
5153200506,2014-07-31,217000,3,1.0,1000,12000,1.0,0,0,3,7,1000,0,1959,0,98023,47.34375,-122.375,1490,14940,56
9122000385,2014-08-06,415000,4,2.25,2520,4200,1.5,0,0,4,7,1510,1010,1909,0,98144,47.59375,-122.3125,1460,4200,106
3279000120,2014-12-22,274000,2,2.0,1700,7992,1.0,0,0,4,7,950,750,1980,0,98023,47.3125,-122.375,1700,8030,35
3438503223,2015-02-23,420000,5,3.0,2150,6117,1.0,0,0,3,7,1370,780,2003,0,98106,47.53125,-122.375,1990,6064,12
6788201240,2015-03-18,1062500,4,2.75,1590,6000,1.5,0,0,4,8,1590,0,1925,0,98112,47.625,-122.3125,1590,4000,90
4139900120,2014-06-05,1415000,4,5.25,4670,43950,2.0,0,0,3,12,4670,0,1989,0,98006,47.53125,-122.125,4900,35000,26
1868900775,2014-05-05,618500,3,2.0,1800,5000,1.0,0,0,4,7,1080,720,1942,0,98115,47.6875,-122.3125,1800,5000,73
764000180,2015-01-09,295000,3,1.5,1670,10800,1.0,0,0,4,8,1670,0,1956,0,98022,47.1875,-122.0,1670,9169,59
3578400910,2015-03-16,400000,3,2.0,1010,12252,1.0,0,0,3,8,1010,0,1980,0,98074,47.625,-122.0625,1840,11497,35
5631500191,2015-03-26,595000,3,2.5,2550,6677,2.0,0,0,3,8,2550,0,2002,0,98028,47.71875,-122.25,1930,7217,13
6448000100,2014-06-17,1728000,4,3.0,3700,20570,1.0,0,0,4,10,1850,1850,1976,0,98004,47.625,-122.25,3080,17595,39
1545801340,2014-12-31,261000,3,1.75,1350,7686,1.0,0,0,3,7,1350,0,1987,0,98038,47.375,-122.0625,1370,7686,28
5244800915,2014-10-16,780000,5,2.5,1660,4000,1.5,0,0,5,8,1660,0,1929,0,98109,47.65625,-122.375,1210,4000,86
4217400590,2014-11-18,589000,3,1.5,1390,5040,1.0,0,0,3,7,1090,300,1947,0,98105,47.65625,-122.3125,1910,4800,68
1683600110,2015-03-05,230000,3,1.75,1720,9125,1.0,0,0,4,7,1140,580,1981,0,98092,47.3125,-122.1875,1120,7506,34
3630090110,2014-10-18,690000,4,3.5,2980,2147,2.5,0,0,3,10,2490,490,2006,0,98029,47.53125,-122.0,2880,2428,9
1785400210,2015-01-29,524000,4,2.25,2190,15491,2.0,0,0,3,8,2190,0,1981,0,98074,47.625,-122.0625,2090,15039,34
3319500317,2014-05-22,380000,2,2.5,1230,987,2.0,0,0,3,7,1060,170,2011,0,98144,47.59375,-122.3125,1290,1328,4
2492200256,2014-11-12,357500,3,1.0,1000,4080,1.0,0,0,4,7,740,260,1945,0,98126,47.53125,-122.375,1480,4080,70
3797300110,2014-10-27,330000,3,2.0,2500,10697,1.0,0,0,3,8,2500,0,1994,0,98022,47.1875,-122.0,2560,9772,21
1870400615,2015-03-09,635000,5,1.75,2240,4750,1.0,0,0,4,7,1120,1120,1920,0,98115,47.6875,-122.3125,1980,4750,95
8823901445,2015-03-13,934000,9,3.0,2820,4480,2.0,0,0,3,7,1880,940,1918,0,98105,47.65625,-122.3125,2460,4400,97
3630000150,2015-01-28,358500,2,1.75,1400,865,2.0,0,0,3,8,1110,290,2005,0,98029,47.5625,-122.0,1380,1107,10
5727500301,2014-10-06,401000,3,1.5,1470,6867,1.0,0,0,3,8,1470,0,1955,0,98155,47.75,-122.3125,1470,6523,60
4167960330,2015-01-09,270000,3,2.0,1820,7750,1.0,0,0,3,8,1820,0,1992,0,98023,47.3125,-122.375,2080,8084,23
2484700155,2014-10-14,705000,4,2.0,2060,6000,1.0,0,1,4,8,1370,690,1954,0,98136,47.53125,-122.375,2060,6600,61
4046700300,2014-10-30,325000,3,2.0,1670,17071,1.0,0,0,3,7,1100,570,1988,0,98014,47.6875,-121.9375,1660,15593,27
4365200865,2014-09-02,384950,3,1.0,1540,7740,1.0,0,0,4,7,1540,0,1909,0,98126,47.53125,-122.375,1220,7740,106
6713700205,2014-07-15,310000,3,1.0,1210,9730,1.0,0,0,4,7,1210,0,1953,0,98133,47.75,-122.375,1470,9730,62
293800900,2014-10-06,829950,4,2.5,3430,42775,2.0,0,0,3,10,3430,0,1992,0,98077,47.75,-122.0625,3190,36820,23
3375800220,2015-03-30,353000,3,2.5,2550,6021,2.0,0,0,3,7,2550,0,2002,0,98030,47.375,-122.1875,2080,6021,13
8898700820,2014-07-07,170500,2,1.0,1060,7700,1.0,0,0,3,7,820,240,1981,0,98055,47.46875,-122.1875,1370,8833,34
2725069156,2014-07-16,885250,4,2.5,3670,49658,2.0,0,0,3,10,3670,0,1999,0,98074,47.625,-122.0,3040,49658,16
8043700300,2014-06-08,2700000,4,3.25,4420,7850,2.0,1,4,3,11,3150,1270,2001,0,98008,47.5625,-122.125,2760,8525,14
2372800100,2014-09-25,245000,3,1.5,1550,9126,1.0,0,0,5,7,1550,0,1957,0,98022,47.1875,-122.0,1450,9282,58
7518501822,2014-10-17,469000,3,2.5,1190,1290,3.0,0,0,3,8,1190,0,2008,0,98107,47.6875,-122.375,1410,1923,7
1928300620,2014-06-08,455000,3,1.0,1300,3550,1.5,0,0,3,7,1300,0,1927,0,98105,47.65625,-122.3125,1410,4080,88
1402950100,2014-11-21,305000,4,2.5,2430,5959,2.0,0,0,3,8,2430,0,2002,0,98092,47.34375,-122.1875,2100,5414,13
2616800600,2014-05-30,840000,7,4.5,4290,37607,1.5,0,0,5,10,4290,0,1982,0,98027,47.46875,-122.0625,2810,40510,33
2597530760,2014-06-23,905000,5,3.5,3500,10155,2.0,0,0,3,10,2570,930,1996,0,98006,47.53125,-122.125,2940,10753,19
7345200650,2014-12-31,219200,3,2.0,1680,7000,1.5,0,0,4,7,1680,0,1968,0,98002,47.28125,-122.1875,1540,7480,47
259800750,2015-02-23,455000,3,1.5,1250,8004,1.0,0,0,3,7,1250,0,1965,0,98008,47.625,-122.125,1450,7931,50
723049197,2014-06-27,195000,2,1.0,1020,8100,1.0,0,0,3,6,1020,0,1940,0,98168,47.5,-122.3125,1200,12500,75
2883200775,2014-11-13,799000,3,1.0,1510,4178,2.0,0,0,3,8,1510,0,1902,1979,98103,47.6875,-122.3125,2140,4916,113
3995700245,2014-06-27,285000,2,1.0,910,8155,1.0,0,0,4,6,910,0,1948,0,98155,47.75,-122.3125,1240,8155,67
1775900220,2014-09-22,300000,3,1.5,1320,15053,1.0,0,0,3,7,1320,0,1979,0,98072,47.75,-122.125,1250,13368,36
7999600180,2014-05-29,83000,2,1.0,900,8580,1.0,0,0,3,5,900,0,1918,0,98168,47.46875,-122.25,2060,6533,97
6145601745,2015-04-14,220000,2,1.0,890,4804,1.0,0,0,4,7,890,0,1928,0,98133,47.6875,-122.375,1010,3844,87
818500100,2014-06-03,174500,2,2.5,1240,2689,2.0,0,0,3,7,1240,0,1986,0,98003,47.3125,-122.3125,1430,3609,29
3904920730,2015-04-27,695000,4,2.5,2960,10760,2.0,0,0,3,9,2960,0,1987,0,98029,47.5625,-122.0,2480,9528,28
3211000040,2014-12-04,255000,3,1.5,1020,11410,1.0,0,0,3,7,1020,0,1959,0,98059,47.46875,-122.1875,1290,8400,56
9557300040,2015-02-25,539000,5,2.25,2590,7245,1.0,0,0,3,8,1510,1080,1973,0,98008,47.625,-122.125,1930,7245,42
7011201482,2015-03-17,552700,2,1.0,1100,2800,1.0,0,0,3,7,1100,0,1925,0,98119,47.625,-122.375,1110,1673,90
5315100667,2014-06-03,571500,3,1.0,1300,6710,1.0,0,0,4,6,1300,0,1952,0,98040,47.59375,-122.25,1630,9946,63
8598900157,2015-03-13,263700,3,1.0,1200,6561,1.0,0,0,3,6,1200,0,1950,1968,98177,47.78125,-122.375,1340,9450,65
1346300150,2014-10-20,3300000,8,4.0,7710,11750,3.5,0,0,5,12,6090,1620,1904,0,98112,47.625,-122.3125,4210,8325,111
9268710220,2014-05-28,186950,2,2.0,1390,1302,2.0,0,0,3,7,1390,0,1986,0,98003,47.3125,-122.3125,1390,1302,29
2224079086,2014-11-10,520000,3,1.75,1430,53628,2.0,0,0,3,8,1430,0,1985,0,98024,47.5625,-121.875,2100,53628,30
1761600150,2014-07-30,358000,3,1.5,1250,7194,1.0,0,0,4,7,1250,0,1969,0,98034,47.71875,-122.25,1340,7242,46
2123049086,2014-08-07,210000,2,0.75,840,49658,1.0,0,0,2,6,840,0,1948,0,98168,47.46875,-122.3125,1240,11000,67
4389201095,2015-05-11,3650000,5,3.75,5020,8694,2.0,0,1,3,12,3970,1050,2007,0,98004,47.625,-122.1875,4190,11275,8
2802200100,2014-08-11,543000,4,2.25,2060,8767,2.0,0,0,3,8,2060,0,1983,0,98052,47.71875,-122.125,1610,8062,32
6706000040,2015-04-23,330000,4,2.25,2000,10679,1.0,0,0,3,7,1350,650,1960,0,98148,47.4375,-122.3125,1650,8875,55
9828701690,2014-08-06,529000,3,2.0,1530,3400,1.0,0,0,3,7,990,540,1907,2014,98112,47.625,-122.3125,1880,4212,108
7891600165,2014-06-27,295000,1,1.0,700,2500,1.0,0,0,4,7,700,0,1907,0,98106,47.5625,-122.375,1340,5000,108
1238500978,2014-09-22,365000,3,1.0,950,8450,1.0,0,0,3,7,950,0,1962,0,98033,47.6875,-122.1875,1610,10080,53
8673400141,2014-10-15,473000,3,3.0,1380,1081,3.0,0,0,3,8,1380,0,2005,0,98107,47.65625,-122.375,1390,1140,10
9421500150,2014-06-23,403500,3,1.0,1830,8004,1.0,0,0,3,8,1200,630,1960,0,98125,47.71875,-122.3125,1860,7971,55
148000035,2014-06-02,544000,3,1.5,1790,8203,1.5,0,1,3,7,1790,0,1910,0,98116,47.5625,-122.375,1960,6047,105
2436700395,2014-10-23,621000,3,1.0,1340,4000,1.5,0,0,4,7,1340,0,1927,0,98105,47.65625,-122.3125,1510,4000,88
8010100040,2014-08-01,672600,3,2.25,1520,5750,2.0,0,0,3,8,1400,120,1908,2006,98116,47.59375,-122.375,1420,5650,107
1193000220,2015-04-07,689800,2,1.75,1370,3125,1.0,0,0,3,7,1090,280,1950,0,98199,47.65625,-122.375,1730,5966,65
8827901415,2015-05-07,613000,3,1.5,1470,4480,1.0,0,0,4,7,1130,340,1918,0,98105,47.65625,-122.3125,2120,4480,97
7732410220,2014-07-01,808000,4,2.25,2500,8866,2.0,0,0,4,9,2500,0,1987,0,98007,47.65625,-122.125,2630,8847,28
415100015,2014-07-25,301000,3,1.0,1060,9241,1.0,0,0,4,7,1060,0,1956,0,98133,47.75,-122.3125,1900,6484,59
2130400150,2014-09-25,340000,3,1.75,1210,9635,1.0,0,0,4,7,1210,0,1987,0,98019,47.75,-122.0,1550,10707,28
1555200590,2014-12-23,206000,3,1.0,920,8400,1.0,0,0,3,7,920,0,1963,0,98032,47.375,-122.3125,1260,8400,52
2174503500,2014-11-03,550000,3,1.5,1340,6000,1.0,0,0,4,7,1340,0,1960,0,98040,47.59375,-122.25,1590,9000,55
6371500120,2014-12-24,325000,2,1.0,960,4800,1.5,0,0,2,6,960,0,1912,0,98116,47.5625,-122.4375,1440,4800,103
3904900610,2014-10-12,475000,3,2.5,1630,7586,2.0,0,0,3,8,1630,0,1986,0,98029,47.5625,-122.0,2090,7330,29
9527000490,2014-07-30,432100,3,1.75,1840,7350,1.0,0,0,3,8,1310,530,1976,0,98034,47.71875,-122.25,1860,7000,39
2457200120,2015-03-03,359000,3,2.0,3085,7280,1.0,0,0,4,7,1560,1525,1959,0,98056,47.5,-122.1875,1480,7900,56
3501600100,2015-01-05,490000,3,1.0,920,4800,1.0,0,0,4,6,780,140,1926,0,98117,47.6875,-122.375,1370,4800,89
1245001295,2014-05-22,648360,4,1.75,2260,7005,1.0,0,1,4,7,1130,1130,1947,0,98033,47.6875,-122.1875,2330,9180,68
9536601295,2014-10-07,340000,3,1.75,1730,11986,1.0,0,3,5,6,1730,0,1918,0,98198,47.375,-122.3125,2490,9264,97
2205700180,2015-04-03,545000,3,2.0,1610,8069,1.0,0,0,5,7,1090,520,1955,0,98006,47.5625,-122.125,1510,8803,60
623049232,2014-07-15,115000,2,0.75,550,7980,1.0,0,0,3,5,550,0,1952,0,98146,47.5,-122.375,1330,7980,63
9413600100,2015-02-19,705640,3,2.25,2400,12350,1.0,0,0,4,8,1420,980,1968,0,98033,47.65625,-122.1875,2615,12043,47
6064800410,2014-07-30,300000,3,2.25,1960,1585,2.0,0,0,3,7,1750,210,2003,0,98118,47.53125,-122.3125,1760,1958,12
8964800975,2014-07-31,1650000,4,2.75,3190,14904,1.0,0,3,4,9,1940,1250,1949,1992,98004,47.625,-122.1875,2600,11195,66
4473400155,2015-04-17,1137500,4,3.5,3160,4200,2.0,0,4,3,8,2180,980,1999,0,98144,47.59375,-122.3125,2180,5200,16
7657000210,2014-08-18,280000,3,1.75,1550,7410,1.5,0,0,5,7,1550,0,1944,0,98178,47.5,-122.25,1250,7467,71
8732040180,2014-12-19,245000,4,1.75,1930,7650,1.0,0,0,4,8,1280,650,1981,0,98023,47.3125,-122.375,1860,8800,34
9547202950,2014-10-30,564000,4,1.0,1170,4590,1.5,0,0,4,7,1170,0,1925,0,98115,47.6875,-122.3125,1430,4080,90
1370802770,2014-09-19,849000,3,1.75,2520,4534,1.0,0,0,5,9,1460,1060,1954,0,98199,47.625,-122.375,1870,5023,61
3885803465,2015-04-09,698000,3,1.75,1220,7447,1.0,0,0,4,7,1220,0,1964,0,98033,47.6875,-122.1875,1340,7200,51
2896610210,2014-09-25,319000,3,1.0,960,8556,1.0,0,0,3,7,960,0,1971,0,98034,47.71875,-122.25,1320,7528,44
3760500455,2015-02-24,1450000,3,3.5,4110,15720,1.0,0,1,3,10,2230,1880,2000,0,98034,47.6875,-122.25,2500,15400,15
3324069541,2014-07-10,695000,4,3.5,3310,21050,2.0,0,0,5,9,2400,910,1992,0,98027,47.53125,-122.0625,2260,23400,23
3600072,2015-03-30,680000,4,2.75,2220,5310,1.0,0,0,5,7,1170,1050,1951,0,98144,47.59375,-122.3125,1540,4200,64
2722049218,2014-10-27,287500,4,2.25,2250,12000,2.0,0,0,3,8,2250,0,1985,0,98032,47.375,-122.25,2140,11871,30
1225039052,2014-11-12,465000,3,3.25,1510,1850,2.0,0,2,3,8,1230,280,2001,0,98107,47.65625,-122.375,1540,1840,14
8807810090,2014-09-25,335000,3,1.0,1350,14212,1.0,0,0,4,6,1350,0,1981,0,98053,47.65625,-122.0625,1520,14404,34
9508850120,2014-06-27,602000,4,1.75,2420,37800,1.0,0,0,4,8,1880,540,1981,0,98053,47.65625,-122.0,2780,35532,34
5126300650,2015-02-25,482000,3,2.5,2950,6545,2.0,0,0,3,8,2950,0,2003,0,98059,47.46875,-122.125,2400,6550,12
6303400965,2014-09-09,220000,5,1.0,1260,8382,1.5,0,0,3,7,1260,0,1918,0,98146,47.5,-122.375,910,8382,97
7116500925,2014-05-20,206000,4,2.0,1700,6025,1.0,0,0,3,6,1700,0,1978,0,98002,47.3125,-122.25,1320,5956,37
9241900115,2015-03-24,1100000,4,3.0,3320,5760,2.0,0,0,3,9,2120,1200,1954,2007,98199,47.65625,-122.375,2400,6144,61
7202330410,2015-03-20,491150,3,2.5,1470,3971,2.0,0,0,3,7,1470,0,2003,0,98053,47.6875,-122.0625,1650,3148,12
5151600300,2014-08-12,390000,4,2.75,2500,12848,1.0,0,1,3,8,2120,380,1975,0,98003,47.34375,-122.3125,2370,12497,40
1332200100,2015-05-07,393000,4,2.5,2641,8091,2.0,0,0,3,7,2641,0,1998,0,98031,47.40625,-122.1875,2641,8535,17
1939130730,2014-07-17,635000,4,2.0,2260,8457,2.0,0,0,3,9,2260,0,1992,0,98074,47.625,-122.0,2410,7713,23
472000015,2014-05-16,490000,2,1.0,1160,5000,1.0,0,0,4,8,1160,0,1937,0,98117,47.6875,-122.375,1750,5000,78
3667500015,2014-09-25,770000,4,3.5,3680,2242,2.5,0,0,3,9,2670,1010,1930,2007,98112,47.625,-122.3125,1350,1288,85
6430000945,2014-12-04,665000,2,2.0,1615,4590,1.5,0,0,5,8,1615,0,1906,0,98103,47.6875,-122.375,1470,4590,109
322059161,2014-10-01,287000,3,1.0,1250,26862,1.0,0,0,3,7,1250,0,1965,0,98058,47.4375,-122.125,1530,24463,50
7905200205,2014-10-21,410000,3,1.0,1230,7020,1.0,0,0,3,7,1090,140,1924,0,98116,47.5625,-122.375,1390,5850,91
1772600665,2015-02-25,562000,3,2.0,2510,5200,1.0,0,0,5,8,1470,1040,1925,0,98106,47.5625,-122.375,990,5400,90
203101530,2014-05-30,475000,2,2.0,1540,54450,2.0,0,0,3,7,1540,0,1983,0,98053,47.625,-121.9375,2280,29918,32
820000018,2014-10-14,387500,3,3.25,1860,2218,3.0,0,0,3,8,1860,0,2001,0,98125,47.71875,-122.3125,1860,2218,14
1560800110,2014-06-17,580000,5,2.0,2700,10875,1.0,0,0,4,7,1540,1160,1962,0,98007,47.625,-122.125,2040,7464,53
2869200110,2014-06-21,930000,3,2.5,3290,6830,2.0,0,0,3,10,3290,0,2000,0,98052,47.65625,-122.125,3200,6227,15
6151800300,2015-02-13,625000,3,1.75,2700,18893,1.0,0,0,4,7,2110,590,1948,1983,98010,47.34375,-122.0625,2260,17494,67
4475000180,2014-12-03,325000,3,2.0,1570,5600,1.0,0,0,3,8,1570,0,1999,0,98058,47.4375,-122.1875,2010,5600,16
3223059206,2014-06-27,235000,3,1.75,1950,8712,1.0,0,0,3,7,1950,0,1960,0,98055,47.4375,-122.1875,1820,11520,55
5102400025,2014-06-25,450000,2,1.0,1380,4390,1.0,0,0,4,8,880,500,1931,0,98115,47.6875,-122.3125,1390,5234,84
194000145,2015-03-12,745000,4,2.75,2410,5650,1.5,0,0,5,8,2070,340,1909,0,98116,47.5625,-122.375,1960,5650,106
5560000540,2014-07-23,223000,4,2.0,1200,8470,1.0,0,0,4,7,1200,0,1961,0,98023,47.3125,-122.3125,1110,8400,54
3326049077,2014-07-28,630000,4,1.75,1770,12278,1.0,0,0,3,7,1350,420,1937,0,98115,47.6875,-122.3125,1670,9336,78
3126049517,2014-05-08,413450,3,2.5,1540,1614,3.0,0,0,3,8,1470,70,2008,0,98103,47.6875,-122.3125,1540,1418,7
2568200740,2014-08-11,720000,5,2.75,2860,5379,2.0,0,0,3,9,2860,0,2005,0,98052,47.71875,-122.125,2980,6018,10
2622059138,2015-04-16,339000,3,1.5,1740,21980,1.0,0,0,4,7,1740,0,1973,0,98042,47.375,-122.125,1400,16100,42
6738700205,2015-05-05,1115500,4,3.5,2830,4000,1.5,0,0,3,7,1840,990,1919,2014,98144,47.59375,-122.3125,2340,4000,96
1778350150,2014-08-11,839000,5,4.0,4280,11307,2.0,0,0,3,10,2710,1570,1996,0,98027,47.5625,-122.0625,3080,11307,19
6613000930,2014-09-02,2950000,4,3.25,3890,25470,2.0,1,3,5,10,3030,860,1923,0,98105,47.65625,-122.25,4140,19281,92
324069058,2014-05-30,568000,4,2.0,2340,50233,1.0,0,0,4,7,1170,1170,1966,0,98075,47.59375,-122.0,2470,62290,49
4345300180,2015-04-06,269000,3,2.0,1410,10577,1.0,0,0,3,7,1410,0,1994,0,98030,47.375,-122.1875,1660,6757,21
7525100590,2015-04-06,382000,2,2.0,1350,2560,1.0,0,0,4,8,1350,0,1974,0,98052,47.625,-122.125,1800,2560,41
955000453,2015-04-13,574000,2,2.25,1100,1114,2.0,0,0,3,8,900,200,2009,0,98122,47.625,-122.3125,1230,1800,6
7852150720,2014-09-22,405000,3,2.5,2070,4697,2.0,0,0,3,7,2070,0,2002,0,98065,47.53125,-121.875,2230,4437,13
9545220100,2014-07-28,572000,3,2.5,2360,9938,1.0,0,0,3,8,1690,670,1987,0,98027,47.53125,-122.0625,2280,9626,28
7504000230,2014-12-05,675000,4,2.25,2760,12100,2.0,0,0,4,9,2760,0,1976,0,98074,47.625,-122.0625,2850,12410,39
7657000540,2014-09-02,165000,4,1.0,1220,7980,1.5,0,0,3,6,1220,0,1944,0,98178,47.5,-122.25,1210,7920,71
7657000540,2015-03-04,260000,4,1.0,1220,7980,1.5,0,0,3,6,1220,0,1944,0,98178,47.5,-122.25,1210,7920,71
7893203770,2015-03-04,196000,3,1.0,1220,6719,1.0,0,0,3,6,1220,0,1953,0,98198,47.40625,-122.3125,1580,7200,62
8035350120,2015-02-24,515000,3,2.5,3020,12184,2.0,0,0,3,8,3020,0,2003,0,98019,47.75,-122.0,2980,10029,12
8820902350,2014-12-03,810000,4,3.5,3470,7396,2.0,0,3,3,8,2520,950,1979,0,98125,47.71875,-122.25,2360,10541,36
5089700300,2015-03-11,365650,4,2.25,2380,7700,2.0,0,0,4,8,2380,0,1977,0,98055,47.4375,-122.1875,2100,7700,38
7234601541,2014-07-28,651000,3,3.0,2260,1834,2.0,0,0,3,8,1660,600,2002,0,98122,47.625,-122.3125,2260,1834,13
7972603931,2014-10-09,240000,2,1.0,720,6345,1.0,0,0,3,6,720,0,1943,0,98106,47.53125,-122.375,720,6345,72
318390180,2014-10-29,299000,3,2.0,1730,6007,1.0,0,0,3,8,1730,0,2004,0,98030,47.34375,-122.1875,2000,6245,11
2597520900,2014-08-04,768000,3,2.5,2660,10928,2.0,0,0,3,9,1830,830,1988,0,98006,47.53125,-122.125,2800,10025,27
5652600556,2014-10-28,397380,2,1.0,1030,5072,1.0,0,0,3,6,1030,0,1924,1958,98115,47.6875,-122.3125,1220,6781,91
8935100100,2014-07-01,476000,4,3.0,2890,6885,1.0,0,0,3,7,1590,1300,1945,2015,98115,47.6875,-122.3125,2180,6885,70
4154301371,2015-01-06,315000,3,1.0,890,5200,1.0,0,0,3,7,890,0,1957,0,98118,47.5625,-122.25,1420,6000,58
1105000787,2014-09-26,240000,3,2.25,1410,7290,1.0,0,0,3,7,940,470,1980,0,98118,47.53125,-122.25,1550,7375,35
2492201005,2014-07-08,325000,2,1.0,810,4080,1.0,0,0,4,6,810,0,1941,0,98126,47.53125,-122.375,1400,4080,74
9265410090,2014-10-08,160000,3,1.75,1370,8006,2.0,0,0,3,7,1370,0,1990,0,98001,47.25,-122.25,1530,8006,25
2619950740,2015-01-09,435000,3,2.5,2260,5100,2.0,0,0,3,8,2260,0,2007,0,98019,47.71875,-121.9375,2260,5100,8
9412200330,2015-04-10,427500,3,1.75,1430,16200,1.0,0,0,4,7,1430,0,1967,0,98027,47.53125,-122.0625,1690,13125,48
1079450410,2015-04-17,450000,5,2.5,2510,10240,1.0,0,0,4,8,1410,1100,1984,0,98059,47.46875,-122.125,2170,10500,31
9238900850,2014-09-19,688000,3,1.5,1760,4880,1.5,0,3,3,8,1290,470,1928,0,98136,47.53125,-122.375,1840,4998,87
2112701165,2015-04-08,285000,4,1.0,1430,3600,1.0,0,0,3,6,980,450,1947,0,98106,47.53125,-122.375,1170,4000,68
2767604067,2014-08-20,530000,3,3.25,1510,1125,3.0,0,0,3,8,1510,0,2006,0,98107,47.65625,-122.375,1390,1174,9
522049122,2015-04-02,195000,4,1.75,1320,7694,1.0,0,0,3,7,1320,0,1928,1972,98148,47.4375,-122.3125,1620,8468,87
8857600360,2014-08-28,250200,3,1.5,1180,7384,1.0,0,0,5,7,1180,0,1959,0,98032,47.375,-122.3125,1150,7455,56
4389200761,2015-01-28,1100000,3,2.25,1560,8570,1.0,0,0,5,7,1080,480,1977,0,98004,47.625,-122.1875,2660,9621,38
6421000330,2014-11-12,732500,3,2.5,2470,10321,2.0,0,0,3,9,2470,0,1988,0,98052,47.65625,-122.125,2450,8440,27
2154900040,2014-10-30,194250,3,2.25,2190,8834,1.0,0,0,3,7,1390,800,1987,0,98001,47.25,-122.25,1490,8766,28
259801030,2015-03-09,526000,4,2.0,1610,8000,1.0,0,0,3,7,1190,420,1966,0,98008,47.625,-122.125,1560,7896,49
326049038,2015-05-04,520000,4,2.75,2700,9882,2.0,0,0,3,7,2700,0,1958,1989,98155,47.78125,-122.3125,2250,10797,57
6384500590,2014-11-13,526000,3,1.75,1530,6125,1.0,0,0,3,7,1120,410,1958,0,98116,47.5625,-122.375,1360,6125,57
3023069166,2014-07-08,1135250,5,4.0,7320,217800,2.0,0,0,3,11,7320,0,1992,0,98058,47.4375,-122.0625,3270,34500,23
3826000735,2014-06-26,202000,2,1.0,920,7569,1.0,0,0,4,6,920,0,1950,0,98168,47.5,-122.3125,1280,7627,65
